project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Unkown,40000000,2700,7,7,Gorai,Mumbai,19.2356275528192,72.7987635557736,Semi-Furnished,Villa,0,0,0,Resale,Ready to Move,,Unknown
Phoenix Paragon Plaza,4250000,128,,,Kamani,Mumbai,19.0869319584969,72.8890031773911,Unfurnished,Commercial Shop,0,16,0,Resale,Ready to Move,,Phoenix Mills Ltd.
Whispering Palms Xxclusives,22000000,1100,2,2,Kandivali East,Mumbai,19.2050017,72.8692711,Furnished,Apartment,0,23,10,Other,Ready to Move,,Lokhandwala Construction Industries Pvt. Ltd.
Unkown,4000000,220,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,27500000,265,,,Khar West,Mumbai,19.0699335919407,72.8363080829478,Unfurnished,Commercial Shop,0,0,6,Resale,Ready to Move,,Unknown
Man Opus,6500000,490,1,2,Mira Road East,Mumbai,19.282975,72.873618,Semi-Furnished,Apartment,1,15,10,Resale,Ready to Move,1 Covered,Man Realty
Kanakia Paris,60000000,1255,3,3,Bandra Kurla Complex,Mumbai,19.0626802993452,72.8650539233055,Furnished,Apartment,0,47,6,Resale,Ready to Move,,Kanakia Spaces Realty Pvt. Ltd.
MHADA Colony,9500000,475,2,2,Mulund East,Mumbai,19.1531029501285,72.9678051455382,Furnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Evershine Millenium Paradise,17000000,700,2,2,Kandivali East,Mumbai,19.2050017,72.8692711,Furnished,Apartment,0,19,10,Resale,Ready to Move,,Evershine Builders
Sabari Ashville,63000000,1700,4,4,Chembur,Mumbai,19.0459181155422,72.8975231581492,Semi-Furnished,Apartment,0,0,10,Resale,Ready to Move,2 Covered,Unknown
Lodha Regalia,20500000,750,2,2,Mulund East,Mumbai,19.1531029501285,72.9678051455382,Unfurnished,Apartment,1,27,5,New Property,Ready to Move,1 Covered,Lodha Developers Limited
Unkown,90000000,1310,4,4,Juhu,Mumbai,19.098267753993,72.8335140160125,Furnished,Apartment,0,0,9,Resale,Ready to Move,2 Covered,Unknown
Unkown,33000000,1020,3,3,Borivali East,Mumbai,19.2272619069866,72.8634397272398,Furnished,Apartment,0,0,10,Resale,Ready to Move,,Unknown
Lodha Sovrano,29900000,988,3,2,Jogeshwari West,Mumbai,19.1438823857409,72.8427830413067,Unfurnished,Builder Floor Apartment,1,14,10,New Property,Under Construction,1 Covered,Lodha Developers Limited
Spenta Stardeous,70920000,1182,3,3,Bane Compound,Mumbai,18.9712464358294,72.8169023569583,Unfurnished,Apartment,1,6,0,New Property,Under Construction,2 Covered,Spenta Corporation
Atmiya Centria,25242000,775,3,3,Chaitanya Nagar Santacruz East,Mumbai,19.07886814,72.84789606,Unfurnished,Apartment,0,16,0,New Property,Under Construction,2 Covered,Atmiya Group
Dharmesh Sumukh Plaza,27300000,455,,1,Dadar West,Mumbai,19.0200667964879,72.8380779661804,Unfurnished,Commercial Office Space,0,13,9,Resale,Ready to Move,1 Covered,Dharmesh Constructions
Maverick Om Laxmi Sadan,33500000,1055,3,4,Mulund West,Mumbai,19.1749536837097,72.943103519999,Semi-Furnished,Apartment,0,8,10,Resale,Ready to Move,2 Covered,Maverick Realtors
Piramal Revanta,35600000,1305,3,3,Mulund West,Mumbai,19.1749536837097,72.943103519999,Semi-Furnished,Apartment,0,15,10,Resale,Ready to Move,2 Covered,Piramal Realty
Lodha marQ,212100000,3030,4,4,Tardeo,Mumbai,18.9693555488714,72.8133774658556,Unfurnished,Apartment,0,11,7,Resale,Under Construction,3 Covered,Lodha Developers Limited
Unkown,990000000,,,,Vile Parle East,Mumbai,19.10046297,72.84924449,,Residential Plot,0,0,10,Resale,,,Unknown
Emerald Isle Elanor,61000000,1403,3,4,Powai,Mumbai,19.1196773,72.9050809,Semi-Furnished,Apartment,0,6,10,New Property,Ready to Move,2 Covered,L&T Realty
Sunteck Beach Residences,18600000,,3,3,Vasai West,Mumbai,19.3745830863848,72.8076393946386,Unfurnished,Apartment,1,9,5,New Property,Under Construction,,Sunteck Realty Ltd.
Casablanca Apartment,57500000,875,3,3,Waterfield Road,Mumbai,19.0594101040547,72.8341536571835,Semi-Furnished,Apartment,0,7,0,Resale,Ready to Move,1 Open,Unknown
Piramal Mahalaxmi,320000000,1866,4,4,Haji Ali Government Colony,Mumbai,18.98006302,72.81429721,Unfurnished,Apartment,0,42,1,Resale,Ready to Move,6 Covered,Piramal Realty
Lodha Elisium,34500000,950,2,2,Wadala,Mumbai,19.012216203088,72.8604594318626,Furnished,Apartment,0,47,5,Resale,Ready to Move,,Lodha Developers Limited
Marathon Futurex,65000000,850,,2,Lower Parel East,Mumbai,18.9921551460599,72.8305873917255,Unfurnished,Commercial Office Space,0,15,2,New Property,Ready to Move,1 Covered,Marathon Realty Pvt. Ltd.
Veena Synergy,27300000,900,3,3,Andheri East,Mumbai,19.1154908,72.8726952,Unfurnished,Apartment,0,0,10,New Property,Under Construction,1 Covered,Veena Developers
Paradigm 71 Midtown,11500000,405,1,2,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Apartment,1,16,10,Resale,Under Construction,,Paradigm Realty
