project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,developers,project_name_encoded,locality_encoded,city_encoded,developers_encoded
Universal Cubical,18000000.0,595.0,2.0,2.0,Jogeshwari West,Mumbai,19.1438823857409,72.8427830413067,0.0,1.0,0.0,5.0,10.0,0.0,1.0,Unknown,18000000.0,20812500.0,28962086.69855786,14922676.984989278
Suhas Modi SRA,6500000.0,360.0,1.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,6500000.0,25722419.363636363,28962086.69855786,14922676.984989278
Crescent Horizon,9200000.0,402.6795688934981,1.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.0,1.0,0.0,9.0,10.0,1.0,0.5,Crescent Group,8750000.0,25722419.363636363,28962086.69855786,13028571.42857143
Highway Park Apartment,9000000.0,439.0,1.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.5,1.0,0.0,18.0,10.0,0.0,1.0,Surya Constructions,9000000.0,25722419.363636363,28962086.69855786,11020000.0
Gokul Accord,9000000.0,407.0,1.0,1.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.5,1.0,0.0,6.0,10.0,0.0,1.0,Surya Constructions,9000000.0,25722419.363636363,28962086.69855786,11020000.0
Veena Sitar,12000000.0,418.0,1.0,2.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,0.0,1.0,0.0,0.0,9.0,0.0,1.0,Veena Developers,12000000.0,15893324.675324675,28962086.69855786,19538777.777777776
Shiv Shrushti,16000000.0,576.0,2.0,2.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,1.0,1.0,0.0,6.0,9.0,0.0,1.0,Dilip Singh Choudhary,16000000.0,15893324.675324675,28962086.69855786,16000000.0
Palatial Apartment,90000000.0,2232.0,3.0,3.0,Khar West,Mumbai,19.0699335919407,72.8363080829478,1.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,90000000.0,72867000.0,28962086.69855786,14922676.984989278
Dipti Aryavarta,19500000.0,504.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,0.0,1.0,0.0,13.0,10.0,0.0,1.0,Dipti Spaces,37250000.0,27388814.814814813,28962086.69855786,37250000.0
MICL Aaradhya Nine,10500000.0,428.27516849240055,1.0,2.0,Pant Nagar,Mumbai,19.08537,72.91069,0.0,1.0,0.0,10.0,6.0,0.0,1.0,MICL Group,12900000.0,20919562.5,28962086.69855786,12325000.0
Hiranandani Zen Maple,14000000.0,485.8112374850607,1.0,2.0,Central Area,Mumbai,19.127903,72.91727,0.5,1.0,0.0,11.0,0.0,0.0,1.0,Hiranandani Group,14433333.333333334,27714383.333333332,28962086.69855786,24471228.07017544
Buildtech Prayag Heights,14000000.0,580.0,2.0,2.0,Goregaon East,Mumbai,19.1562110822264,72.8758090633208,0.0,1.0,0.0,16.0,9.0,0.0,1.0,Buildtech Group,14000000.0,24577865.85365854,28962086.69855786,14000000.0
Asmita Sand Dunes,6900000.0,294.04549469648555,1.0,1.0,Rajan Pada,Mumbai,19.18005,72.83357,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,13950000.0,6900000.0,28962086.69855786,14922676.984989278
Citizen Complex,2500000.0,410.0,1.0,1.0,Palghar Naigaon East,Mumbai,19.3489277756968,72.8750219955356,0.0,1.0,0.0,4.0,4.0,0.0,1.0,Unknown,2900000.0,3607190.476190476,28962086.69855786,14922676.984989278
Citizen Complex,3300000.0,444.0,1.0,2.0,Palghar Naigaon East,Mumbai,19.3489277756968,72.8750219955356,0.0,1.0,0.0,4.0,4.0,0.0,1.0,Unknown,2900000.0,3607190.476190476,28962086.69855786,14922676.984989278
Rassaz Greens,5200000.0,440.46332421807165,1.0,2.0,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,0.5,1.0,0.0,50.0,8.0,1.0,0.5,Unknown,5200000.0,8827539.215686275,28962086.69855786,14922676.984989278
Platinum Prive,11500000.0,290.788021265158,1.0,1.0,DN Nagar,Mumbai,19.12296883,72.83012082,0.0,1.0,0.0,18.0,6.0,1.0,0.5,Platinum Corp,12050000.0,28050000.0,28962086.69855786,17290076.923076924
Himalaya CHS LTD,35100000.0,558.0,2.0,2.0,Worli,Mumbai,19.0036486667054,72.8175254882335,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Cooperative Group Housing Society,35100000.0,89370250.0,28962086.69855786,14124232.135714285
Raheja Vihar,10000000.0,396.0,1.0,1.0,Powai,Mumbai,19.1196773,72.9050809,0.5,1.0,0.0,20.0,10.0,0.0,1.0,Raheja Developers Ltd.,17087500.0,30769898.288135592,28962086.69855786,18230000.0
NG Suncity Phase 3,14000000.0,713.0,2.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,1.0,1.0,0.0,26.0,10.0,0.0,1.0,RNA NG Builders,12166666.666666666,25722419.363636363,28962086.69855786,9710526.315789474
PR Woodwind,18500000.0,857.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,1.0,1.0,0.0,13.0,10.0,0.0,1.0,PR Developers,18500000.0,27388814.814814813,28962086.69855786,18500000.0
Arkade Prime,16000000.0,450.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,0.0,1.0,0.0,19.0,10.0,0.0,0.5,Arkade Group,16000000.0,27388814.814814813,28962086.69855786,29100555.555555556
Paras El Signora,12300000.0,309.0,1.0,1.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,17.0,10.0,0.0,1.0,Paras Developers,13900000.0,36045507.46268657,28962086.69855786,13900000.0
Viva City A2,4200000.0,540.0,2.0,2.0,Virar West,Mumbai,19.4638767047594,72.7822993572118,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,4200000.0,4371864.837837838,28962086.69855786,14922676.984989278
Atul Hillcrest,24000000.0,1152.0,3.0,3.0,Andheri East,Mumbai,19.1154908,72.8726952,0.0,1.0,0.0,26.0,10.0,0.0,1.0,Atul Projects,24000000.0,27388814.814814813,28962086.69855786,39760375.0
Nupur,45000000.0,1080.0,2.0,2.0,Juhu,Mumbai,19.098267753993,72.8335140160125,0.0,1.0,0.0,0.0,9.0,0.0,1.0,Unknown,45000000.0,76607538.46153846,28962086.69855786,14922676.984989278
Ranjita CHS,11900000.0,432.0,1.0,2.0,Shimpoli,Mumbai,19.2220702297856,72.8430757170691,0.0,1.0,0.0,0.0,3.0,0.0,1.0,Unknown,15450000.0,15450000.0,28962086.69855786,14922676.984989278
Royal Palm Island CHS,16500000.0,1350.0,3.0,3.0,Aarey Colony,Mumbai,19.152671817767,72.879398874286,1.0,1.0,0.0,0.0,4.0,0.0,1.0,Unknown,16500000.0,16500000.0,28962086.69855786,14922676.984989278
Good Relation CHS,9000000.0,318.0,1.0,2.0,Govandi,Mumbai,19.0553080482794,72.9228495020468,0.0,1.0,0.0,0.0,7.0,0.0,1.0,Unknown,9000000.0,9000000.0,28962086.69855786,14922676.984989278
Essbel CHS,9500000.0,396.0,1.0,1.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,12333333.333333334,25722419.363636363,28962086.69855786,14922676.984989278
Imperial Heights The Epitome,65000000.0,2284.0,4.0,4.0,Goregaon West,Mumbai,19.1630920855215,72.8398088005091,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Radius Developers,65000000.0,27435008.06451613,28962086.69855786,73333333.33333333
Unkown,18000000.0,697.6984937249654,2.0,2.0,Dindoshi,Mumbai,19.176919396247,72.8640147409843,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,23000000.0,28962086.69855786,14922676.984989278
Satellite Classic,22500000.0,600.0,2.0,2.0,Subhash Nagar Jogeshwari East,Mumbai,19.1372169744881,72.8504927803195,1.0,1.0,0.0,19.0,1.0,0.0,1.0,Satellite Builders Pvt. Ltd.,22500000.0,22500000.0,28962086.69855786,22000000.0
Ruparel Optima,7000000.0,235.0,1.0,1.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,0.5,1.0,0.0,15.0,9.0,0.0,0.5,Ruparel Realty,7750000.0,15893324.675324675,28962086.69855786,37256288.571428575
Dotom Nivan,55000000.0,980.0,2.0,2.0,Khar West,Mumbai,19.0699335919407,72.8363080829478,0.0,1.0,0.0,16.0,6.0,0.0,1.0,Dotom Realty,55000000.0,72867000.0,28962086.69855786,32633333.333333332
Nathani Heights,35000000.0,756.0,2.0,2.0,Mumbai Central,Mumbai,18.9719357574575,72.8200902287046,1.0,1.0,0.0,48.0,8.0,0.0,1.0,Nathani Supariwala Realty,42166666.666666664,46083333.333333336,28962086.69855786,34625000.0
Unkown,14500000.0,593.3532057630146,2.0,1.0,Shiv Srushti Kurla,Mumbai,19.05697,72.88198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,15096882.33921457,14500000.0,28962086.69855786,14922676.984989278
Unkown,1600000.0,250.0,2.0,1.0,Government Colony,Mumbai,19.060652,72.850197,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Unknown,15096882.33921457,1600000.0,28962086.69855786,14922676.984989278
Unkown,1400000.0,250.0,1.0,1.0,Santosh Nagar,Mumbai,19.17026,72.87623,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Unknown,15096882.33921457,1400000.0,28962086.69855786,14922676.984989278
Unkown,21000000.0,660.0,2.0,2.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,36045507.46268657,28962086.69855786,14922676.984989278
Akruti Hubtown,8000000.0,367.0,2.0,2.0,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,0.0,1.0,0.0,14.0,8.0,0.0,1.0,Akruti Developers,8000000.0,8827539.215686275,28962086.69855786,8000000.0
Poonam Apartments,45000000.0,576.0,2.0,2.0,Worli,Mumbai,19.0036486667054,72.8175254882335,0.0,1.0,0.0,9.0,10.0,0.0,1.0,Poonam Group,45000000.0,89370250.0,28962086.69855786,31500000.0
Evershine Park,26000000.0,774.0,3.0,3.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.5,1.0,0.0,5.0,10.0,0.0,1.0,Evershine Builders,26000000.0,36045507.46268657,28962086.69855786,16785714.285714287
Lotus Unity,16500000.0,540.0,2.0,2.0,Versova Andheri West,Mumbai,19.13844,72.812187,0.0,1.0,0.0,22.0,5.0,0.0,0.5,Lotus Group,16500000.0,63875000.0,28962086.69855786,16500000.0
Swastik Emerald,11500000.0,582.4674620014302,2.0,2.0,Vikhroli East,Mumbai,19.08940973659,72.9389256015301,0.0,1.0,0.0,16.0,7.0,1.0,1.0,Swastik Group,10900000.0,25431250.0,28962086.69855786,10900000.0
Shraddha Evoque,7500000.0,385.0,1.0,1.0,Bhandup West,Mumbai,19.149901,72.931134,1.0,1.0,0.0,18.0,8.0,0.0,1.0,SHRADDHA LANDMARK PVT. LTD,8900000.0,15605677.966101695,28962086.69855786,8075000.0
Ajay Apartment,17000000.0,407.0,1.0,1.0,Mazgaon,Mumbai,18.9633811595298,72.8440624733612,0.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,27250000.0,21612500.0,28962086.69855786,14922676.984989278
Birla KDI Juhu Ankur,60000000.0,1037.0,3.0,3.0,JVPD Scheme,Mumbai,19.108097,72.832259,1.0,1.0,0.0,10.0,5.0,0.0,1.0,Birla Estates Private Limited,62900000.0,56250000.0,28962086.69855786,63314285.71428572
Shubham Sarayu,13500000.0,365.0,2.0,1.0,Pant Nagar,Mumbai,19.08537,72.91069,0.5,2.0,0.0,0.0,6.0,0.0,1.0,Shubham group,13500000.0,20919562.5,28962086.69855786,13500000.0
Unkown,130000000.0,2300.0,6.0,6.0,Khar West,Mumbai,19.0699335919407,72.8363080829478,0.0,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15096882.33921457,72867000.0,28962086.69855786,14922676.984989278
Omkar Meridia,20900000.0,665.0,2.0,2.0,Bandra Kurla Complex,Mumbai,19.0626802993452,72.8650539233055,0.0,1.0,0.0,33.0,6.0,0.0,1.0,Omkar Realtors and Developers Pvt. Ltd.,20900000.0,62481818.18181818,28962086.69855786,34421428.571428575
Hiranandani Highland,20000000.0,471.52595141537677,1.0,2.0,Powai,Mumbai,19.1196773,72.9050809,0.5,1.0,0.0,24.0,10.0,0.0,1.0,Hiranandani Developers,33066666.666666668,30769898.288135592,28962086.69855786,33066666.666666668
Sagar Avenue Phase II,24500000.0,627.0,2.0,2.0,Santacruz East,Mumbai,19.0799983,72.8545019,1.0,1.0,0.0,22.0,10.0,0.0,1.0,Sagar Builders,24500000.0,29254966.666666668,28962086.69855786,12933333.333333334
Le Papillon Apartment,170000000.0,1600.0,3.0,4.0,Bandra West,Mumbai,19.055229,72.830829,1.0,1.0,0.0,10.0,9.0,0.0,1.0,Le Papillon Group,170000000.0,69669615.38461539,28962086.69855786,170000000.0
Shraddha Evoque,10300000.0,550.0,2.0,2.0,Bhandup West,Mumbai,19.149901,72.931134,1.0,1.0,0.0,18.0,8.0,0.0,1.0,SHRADDHA LANDMARK PVT. LTD,8900000.0,15605677.966101695,28962086.69855786,8075000.0
Manibhadra Tower,24000000.0,851.0,3.0,3.0,Sarvodaya Nagar Mulund West,Mumbai,19.1643452719283,72.9447328780693,0.0,1.0,0.0,15.0,3.0,0.0,1.0,Prabhav Group,24000000.0,20000000.0,28962086.69855786,24000000.0
Unkown,16500000.0,750.0,2.0,2.0,Goregaon,Mumbai,19.1564164548234,72.8759667216602,0.0,1.0,0.0,0.0,10.0,1.0,1.0,Unknown,15096882.33921457,16500000.0,28962086.69855786,14922676.984989278
Sonal Heights,16500000.0,900.0,2.0,2.0,Police Colony Kurla East,Mumbai,19.0647081,72.8844248,0.0,1.0,0.0,8.0,0.0,0.0,1.0,Sonal Dev Con Pvt. Ltd.,16500000.0,16500000.0,28962086.69855786,16500000.0
Sai Samarth Hira Paradigm,14000000.0,1000.0,2.0,2.0,Collector Colony,Mumbai,19.0444577050834,72.8913885735915,0.5,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,14000000.0,14000000.0,28962086.69855786,14922676.984989278
Aakash Nidhi,12001200.0,856.0,3.0,3.0,Ramdev Park,Mumbai,19.2972811431285,72.8678073166319,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Pradeep Associates,12001200.0,11500400.0,28962086.69855786,12001200.0
Unkown,6200000.0,620.6405115898015,2.0,2.0,Virat Nagar,Mumbai,19.4479384608681,72.8090294197737,0.0,2.0,0.0,0.0,1.0,0.0,1.0,Unknown,15096882.33921457,4150000.0,28962086.69855786,14922676.984989278
Wadhwa Atmosphere,25000000.0,750.0,2.0,2.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,12.0,10.0,0.0,1.0,The Wadhwa Group,23425000.0,26813542.978723403,28962086.69855786,24287940.677966103
Unkown,9900000.0,252.0,2.0,1.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,2.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,36045507.46268657,28962086.69855786,14922676.984989278
Unkown,24000000.0,620.0,2.0,1.0,Fort,Mumbai,18.936455612573,72.8339223948984,0.0,2.0,0.0,0.0,8.0,0.0,1.0,Unknown,15096882.33921457,57966666.666666664,28962086.69855786,14922676.984989278
Nirmal Lifestyle,27500000.0,1000.0,3.0,3.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,24.0,10.0,0.0,1.0,Nirmal Life Style,12066666.666666666,26813542.978723403,28962086.69855786,27500000.0
Omkar Alta Monte,43000000.0,1230.0,3.0,3.0,Malad East,Mumbai,19.1848724519187,72.8629697025013,0.5,1.0,0.0,8.0,9.0,0.0,1.0,Omkar Realtors and Developers Pvt. Ltd.,57000000.0,26222056.585365854,28962086.69855786,34421428.571428575
Unkown,72000000.0,1800.0,2.0,3.0,Borabazar Precinct,Mumbai,18.93627513,72.83543872,1.0,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,72000000.0,28962086.69855786,14922676.984989278
AP Nutex,56200000.0,804.0,2.0,2.0,Saraswat Colony Potohar Nagar,Mumbai,19.0818068374154,72.8322632976278,0.0,1.0,0.0,9.0,0.0,0.0,1.0,AP Properties,56200000.0,56200000.0,28962086.69855786,56200000.0
Rare Rising City,24570000.0,946.0,3.0,3.0,Best Colony Ghatkopar East,Mumbai,19.08428169,72.9185906,0.0,1.0,1.0,45.0,0.0,1.0,1.0,Rare Townships,26533000.0,26533000.0,28962086.69855786,25498666.666666668
Unkown,7800000.0,160.0,2.0,1.0,Chinchpokli,Mumbai,18.9840441117955,72.8344120291597,0.5,2.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,23766666.666666668,28962086.69855786,14922676.984989278
L&T Elixir Reserve,69000000.0,1223.0,3.0,3.0,Krishna Nagar Powai,Mumbai,19.12967675,72.89361611,0.5,1.0,1.0,15.0,0.0,0.0,1.0,L & T Realty,52349999.875,49450000.0,28962086.69855786,56208718.6875
Unkown,10000000.0,440.0,1.0,2.0,Kandarpada,Mumbai,19.256099,72.852924,0.5,1.0,0.0,0.0,5.0,0.0,1.0,Unknown,15096882.33921457,14200000.0,28962086.69855786,14922676.984989278
Unkown,50400000.0,1665.0,3.0,4.0,Lokmanya Tilak Road,Mumbai,19.23038138,72.83934507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,15096882.33921457,50400000.0,28962086.69855786,14922676.984989278
Godrej Urban Park,25000000.0,670.0,2.0,2.0,Sangharsh Nagar,Mumbai,19.10614381,72.90179714,0.0,1.0,0.0,19.0,0.0,0.0,1.0,Godrej Properties,25000000.0,25000000.0,28962086.69855786,30266081.87735849
Unkown,24500000.0,545.0,2.0,1.0,Vikhroli East,Mumbai,19.08940973659,72.9389256015301,0.0,2.0,0.0,0.0,7.0,1.0,0.5,Unknown,15096882.33921457,25431250.0,28962086.69855786,14922676.984989278
Marathon Futurex,33750000.0,750.0,2.0,1.0,Lower Parel,Mumbai,18.9982431278398,72.8270305579981,0.0,2.0,0.0,15.0,9.0,1.0,1.0,Marathon Realty Pvt. Ltd.,92916666.66666667,98301500.0,28962086.69855786,14638704.545454545
Dev Darshan,25000000.0,1000.0,3.0,3.0,Bhandup West,Mumbai,19.149901,72.931134,1.0,1.0,0.0,15.0,8.0,0.0,1.0,Kavya Buildcon Pvt. Ltd.,25000000.0,15605677.966101695,28962086.69855786,8996000.0
Suncity Neptune,23000000.0,709.4867847141359,2.0,2.0,Powai,Mumbai,19.1196773,72.9050809,1.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,23000000.0,30769898.288135592,28962086.69855786,14922676.984989278
Om Sai Heights Phase II,3975000.0,562.0,2.0,2.0,Nalasopara West,Mumbai,19.4129235749963,72.7885889890948,0.5,1.0,0.0,4.0,4.0,0.0,1.0,Om Sai Developers,3975000.0,3487980.769230769,28962086.69855786,9437500.0
Bachraj Lifespace,3399000.0,468.0,1.0,2.0,Virar West,Mumbai,19.4638767047594,72.7822993572118,0.0,1.0,0.0,15.0,8.0,0.0,1.0,Bachraj Developers,3399000.0,4371864.837837838,28962086.69855786,3399000.0
Ambe Ashish,7200000.0,331.0,1.0,1.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.0,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,7200000.0,26813542.978723403,28962086.69855786,14922676.984989278
Mahada Building,8000000.0,662.0,2.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,0.5,1.0,0.0,10.0,10.0,0.0,1.0,Mahada Developer,8000000.0,18907511.478723403,28962086.69855786,8000000.0
HDIL Premier Residences,15500000.0,695.0,2.0,2.0,Kurla West,Mumbai,19.077063,72.8840395,1.0,1.0,0.0,8.0,10.0,0.0,1.0,Housing Development & Infrastructure Ltd.,14000000.0,14300000.0,28962086.69855786,13672727.272727273
Kalpnagri Dhaivat,10500000.0,396.0,1.0,1.0,Mulund West,Mumbai,19.1749536837097,72.943103519999,0.5,1.0,0.0,0.0,10.0,0.0,1.0,Unknown,10500000.0,26813542.978723403,28962086.69855786,14922676.984989278
Shree Krishna Complex,5300000.0,450.0,1.0,2.0,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,0.0,1.0,0.0,11.0,8.0,0.0,1.0,Mira Dharti Group,5300000.0,8827539.215686275,28962086.69855786,5300000.0
Mazgaon Terrace,21500000.0,594.0,1.0,2.0,Mazgaon,Mumbai,18.9633811595298,72.8440624733612,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,15200000.0,21612500.0,28962086.69855786,14922676.984989278
Platinum Tower,15950000.0,1008.0,3.0,3.0,Sector 9 Charkop,Mumbai,19.221365412144,72.8231860530706,0.5,1.0,0.0,6.0,1.0,0.0,1.0,Shree Developers,15950000.0,15575000.0,28962086.69855786,8108333.333333333
Arihant Darshan CHS,14500000.0,626.0,2.0,2.0,Kandivali East,Mumbai,19.2050017,72.8692711,0.0,1.0,0.0,7.0,10.0,0.0,1.0,Damji Hari Constructions,14500000.0,25722419.363636363,28962086.69855786,14500000.0
Nahar Cayenne ,21000000.0,540.0,2.0,2.0,Chandivali,Mumbai,19.1104892624542,72.899191014387,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Nahar Group,21000000.0,23968181.818181816,28962086.69855786,19063307.14285714
Jolly Bhavan Apartments,22000000.0,432.0,1.0,2.0,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,0.0,1.0,0.0,14.0,7.0,0.0,1.0,RNA Saranga,22000000.0,49775184.782608695,28962086.69855786,22000000.0
Sudhama Apartment Shastri Nagar,6700000.0,181.0,1.0,1.0,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,0.0,1.0,0.0,0.0,7.0,0.0,1.0,Unknown,6700000.0,49775184.782608695,28962086.69855786,14922676.984989278
AP Grandeur,19500000.0,540.0,2.0,2.0,Santacruz West,Mumbai,19.0812559812257,72.8376604906028,0.0,1.0,0.0,0.0,7.0,0.0,1.0,Unknown,19500000.0,49775184.782608695,28962086.69855786,14922676.984989278
Rohini Niwas,8000000.0,396.0,1.0,1.0,Vikhroli East,Mumbai,19.08940973659,72.9389256015301,0.0,1.0,0.0,0.0,7.0,0.0,1.0,Unknown,8000000.0,25431250.0,28962086.69855786,14922676.984989278
Deep Residency,19500000.0,475.0,1.0,2.0,Parel,Mumbai,18.9982694030581,72.8410429440342,0.5,1.0,0.0,0.0,6.0,0.0,1.0,Unknown,19500000.0,40645161.29032258,28962086.69855786,14922676.984989278
Kalpataru Heights,100000000.0,1029.0,3.0,2.0,Mumbai Central,Mumbai,18.9719357574575,72.8200902287046,1.0,1.0,0.0,15.0,8.0,0.0,1.0,Kalpataru Ltd.,100000000.0,46083333.333333336,28962086.69855786,27877484.848484848
Yashwant Empire,4200000.0,443.0,1.0,2.0,Vasai East,Mumbai,19.39954,72.8604165,0.5,1.0,0.0,23.0,6.0,0.0,1.0,Shiv Shakti Corporation,4200000.0,4582761.904761905,28962086.69855786,4200000.0
Gurukrupa Marina Enclave,10500000.0,468.0,1.0,2.0,Malad West,Mumbai,19.1940346300819,72.8257561606587,0.0,1.0,0.0,36.0,10.0,0.0,1.0,Gurukrupa Group,14034428.57142857,18907511.478723403,28962086.69855786,12015071.42857143
Veena Serenity,15500000.0,731.0,2.0,2.0,Chembur,Mumbai,19.0459181155422,72.8975231581492,1.0,1.0,0.0,11.0,10.0,0.0,1.0,Veena Developers,15700000.0,28907081.472527474,28962086.69855786,19538777.777777776
Aadi Allure,17900000.0,1080.0,2.0,2.0,Kanjurmarg East,Mumbai,19.1303464798827,72.934955451681,0.0,1.0,0.0,6.0,5.0,0.0,1.0,Aadi Properties,21225000.0,18709800.0,28962086.69855786,21225000.0
Nahar Orchid Enclave,16800000.0,583.0,2.0,2.0,Chandivali,Mumbai,19.1104892624542,72.899191014387,0.0,1.0,0.0,15.0,8.0,0.0,1.0,Nahar Group,16800000.0,23968181.818181816,28962086.69855786,19063307.14285714
Sethia Kalpavruksh Heights,8500000.0,342.0,1.0,2.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,0.0,1.0,0.0,26.0,9.0,0.0,1.0,Raj Arcades Homes Pvt. Ltd and Sethia Infrastructure,8500000.0,15893324.675324675,28962086.69855786,8500000.0
Transcon Triumph,35000000.0,618.0,3.0,3.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,7.0,10.0,0.0,0.5,Transcon Group,46250000.0,36045507.46268657,28962086.69855786,46250000.0
The Baya Goldspot,15000000.0,648.0,2.0,2.0,Andheri East,Mumbai,19.1154908,72.8726952,1.0,1.0,0.0,7.0,10.0,0.0,1.0,The Baya Company,13500000.0,27388814.814814813,28962086.69855786,17446500.0
Gauri Excellency,10500000.0,310.0,1.0,2.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,0.0,1.0,0.0,49.0,9.0,0.0,0.5,Gauri Land Developers LLP,15166666.666666666,15893324.675324675,28962086.69855786,15166666.666666666
Gauri Excellency,20000000.0,580.0,2.0,2.0,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,0.0,1.0,0.0,49.0,9.0,0.0,1.0,Gauri Land Developers LLP,15166666.666666666,15893324.675324675,28962086.69855786,15166666.666666666
Transcon Triumph,57500000.0,1296.0,3.0,3.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,7.0,10.0,0.0,1.0,Transcon Group,46250000.0,36045507.46268657,28962086.69855786,46250000.0
Jain Society,26500000.0,720.0,3.0,2.0,Sion,Mumbai,19.0446433751251,72.8709840746083,0.0,1.0,0.0,0.0,8.0,0.0,1.0,Unknown,26500000.0,19928571.42857143,28962086.69855786,14922676.984989278
Aakar Apartment,9975000.0,504.0,1.0,2.0,Goregaon East,Mumbai,19.1562110822264,72.8758090633208,0.0,1.0,0.0,10.0,9.0,0.0,1.0,Aakar Developers,9975000.0,24577865.85365854,28962086.69855786,7225000.0
GHP Mars Suncity,15000000.0,436.0,1.0,2.0,Powai,Mumbai,19.1196773,72.9050809,0.0,1.0,0.0,14.0,10.0,0.0,0.5,GHP Group,15000000.0,30769898.288135592,28962086.69855786,15250000.0
Pramukh Heights,18500000.0,546.206829983952,2.0,2.0,Andheri West,Mumbai,19.1373697481266,72.8257229439874,0.0,1.0,0.0,8.0,10.0,0.0,1.0,Sahajanand Infrastructure Pvt. Ltd.,24833333.333333332,36045507.46268657,28962086.69855786,24833333.333333332
Unkown,10000000.0,225.0,1.0,1.0,Sayani Road,Mumbai,19.01284691,72.83126673,0.5,1.0,0.0,0.0,0.0,0.0,1.0,Unknown,15096882.33921457,10000000.0,28962086.69855786,14922676.984989278
Unkown,21000000.0,757.341185051584,2.0,2.0,Borivali West,Mumbai,19.2335321,72.839198,0.5,2.0,0.0,0.0,10.0,0.0,1.0,Unknown,15096882.33921457,26515480.0,28962086.69855786,14922676.984989278
